,เงินทุนรวม,คนงานรวม,แรงม้า
72,1600000.0,3.0,340.0
73,4050000.0,12.0,133.0
74,40000000.0,20.0,568.0
75,9750000.0,5.0,230.0
76,11000000.0,17.0,172.0
77,8048000.0,10.0,184.0
78,18500000.0,5.0,91.0
79,6000000.0,7.0,392.5
80,3840000.0,12.0,119.0
81,11000000.0,7.0,312.0
82,20000000.0,12.0,455.0
83,3500000.0,9.0,120.0
84,11000000.0,10.0,350.0
85,30000000.0,18.0,290.0
86,5500000.0,11.0,90.0
87,750000.0,8.0,287.0
88,23000000.0,25.0,240.0
89,12000000.0,20.0,420.0
90,28000000.0,4.0,296.0
91,35000000.0,9.0,570.0
92,5500000.0,8.0,449.0
93,20000000.0,13.0,420.0
95,8500000.0,5.0,124.0
96,6500000.0,4.0,70.0
97,14000000.0,12.0,498.0
98,14000000.0,10.0,261.64
99,8000000.0,17.0,95.0
100,19400880.0,15.0,127.38
101,4700000.0,20.0,285.0
102,5200000.0,5.0,50.0
103,19900000.0,25.0,455.0
104,20500000.0,15.0,331.0
105,10000000.0,17.0,681.0
106,25000000.0,12.0,140.0
108,3190000.0,16.0,147.17
109,3000000.0,11.0,93.0
110,19000000.0,29.0,218.75
111,13000000.0,12.0,378.0
112,6000000.0,20.0,330.0
113,500000.0,4.0,117.16
114,1200000.0,10.0,167.5
115,13000000.0,12.0,383.0
116,25000000.0,18.0,240.0
117,3360000.0,12.0,378.0
118,9800000.0,10.0,410.0
119,13000000.0,12.0,498.0
120,1031500.0,8.0,81.0
121,15000000.0,17.0,344.64
122,13000000.0,15.0,229.76
123,5000000.0,20.0,465.0
124,18000000.0,22.0,229.76
125,37000000.0,15.0,280.0
126,1250000.0,7.0,305.0
127,7000000.0,10.0,240.0
128,15000000.0,10.0,420.0
129,3500000.0,9.0,510.0
131,5000000.0,12.0,123.0
132,8000000.0,18.0,621.0
133,16857000.0,12.0,498.0
134,16000000.0,20.0,72.0
135,7000000.0,9.0,200.83
136,15000000.0,13.0,72.17
137,10500000.0,5.0,89.0
138,10000000.0,7.0,150.0
139,15000000.0,20.0,97.8
140,11000000.0,8.0,357.2
141,3400000.0,7.0,54.0
142,5000000.0,14.0,237.5
143,7250000.0,4.0,141.16
144,10000000.0,20.0,62.0
145,17000000.0,25.0,475.57
146,18500000.0,10.0,64.0
147,20000000.0,7.0,96.08
148,20015000.0,7.0,225.5
149,9000000.0,10.0,53.82
150,1200000.0,5.0,90.0
151,22500000.0,14.0,155.0
152,2000000.0,8.0,76.5
153,23000000.0,15.0,317.0
154,6646000.0,8.0,230.0
156,17000000.0,7.0,228.08
158,11000000.0,4.0,314.4
159,7500000.0,4.0,129.88
160,2011000.0,8.0,345.4
162,4500000.0,7.0,149.0
163,7600000.0,9.0,120.0
164,10000000.0,9.0,95.0
165,11500000.0,11.0,213.0
166,10000000.0,11.0,230.0
167,15000000.0,10.0,495.0
168,4000000.0,27.0,519.27
169,23000000.0,25.0,147.0
170,3500000.0,7.0,40.0
171,8048000.0,10.0,70.97
172,8000000.0,10.0,153.35
173,18000000.0,20.0,220.0
174,8600000.0,9.0,120.0
176,12100000.0,7.0,100.0
177,11000000.0,10.0,110.0
178,15725000.0,12.0,141.36
179,4000000.0,14.0,163.0
180,17000000.0,11.0,180.0
181,10000000.0,17.0,149.0
182,30000000.0,22.0,266.0
183,22293950.0,15.0,416.07
184,13500000.0,14.0,50.75
186,12000000.0,13.0,203.24
187,4830000.0,8.0,133.04
188,1300000.0,12.0,309.0
189,32800000.0,13.0,428.95
190,30000000.0,10.0,564.5
191,10000000.0,12.0,257.29
192,19200000.0,8.0,45.0
193,23000000.0,6.0,132.0
194,12500000.0,13.0,482.0
195,13695000.0,3.0,170.4
196,8659200.0,11.0,155.0
197,1388000.0,15.0,165.0
198,13500000.0,13.0,423.8
199,28000000.0,9.0,324.0
200,7300000.0,15.0,67.0
201,9500000.0,11.0,93.0
202,19900000.0,20.0,197.58
203,18000000.0,12.0,100.0
204,3500000.0,8.0,65.0
205,3000000.0,12.0,76.0
206,10000000.0,16.0,59.0
207,6500000.0,15.0,490.61
208,3000000.0,8.0,482.0
210,9300000.0,24.0,193.0
211,1900000.0,10.0,201.25
212,5850000.0,5.0,93.81
213,4660000.0,17.0,69.0
214,20000000.0,10.0,276.0
215,18000000.0,10.0,340.0
216,5000000.0,9.0,136.25
217,7000000.0,10.0,450.0
218,9750000.0,5.0,89.0
219,2875000.0,4.0,67.67
220,8000000.0,9.0,134.0
221,8000000.0,10.0,377.26
222,850000.0,5.0,124.0
223,15000000.0,10.0,60.0
224,16000000.0,4.0,80.71
225,23600000.0,10.0,61.5
226,15500000.0,8.0,140.0
227,23000000.0,20.0,105.0
228,2740000.0,14.0,100.0
229,1400000.0,7.0,90.0
230,9000000.0,11.0,421.0
231,3000000.0,25.0,111.1
232,4000000.0,20.0,215.0
233,6100000.0,14.0,393.6
234,19000000.0,21.0,269.0
235,1200000.0,9.0,684.2431524416136
236,1000000.0,10.0,133.0
237,17000000.0,15.0,345.0
238,29000000.0,11.0,429.35
239,6000000.0,9.0,152.0
240,36000000.0,9.0,146.0
241,11080000.0,10.0,144.0
242,15000000.0,12.0,290.0
243,3500000.0,10.0,170.0
244,3000000.0,10.0,155.0
245,8000000.0,4.0,101.0
246,25000000.0,26.0,118.81
247,4300000.0,10.0,75.0
248,18500000.0,15.0,185.0
249,1716000.0,10.0,197.0
250,18100000.0,10.0,160.0
251,6000000.0,10.0,144.0
252,800000.0,5.0,95.0
253,8950000.0,19.0,100.0
254,8000000.0,5.0,115.0
255,6000000.0,10.0,67.0
256,4400000.0,10.0,200.0
257,4850000.0,10.0,95.0
258,12500000.0,19.0,307.0
259,2500000.0,2.0,397.5
260,6000000.0,7.0,70.0
261,6000000.0,10.0,65.0
262,11900000.0,10.0,134.0
263,8000000.0,10.0,212.0
264,4200000.0,20.0,131.0
265,16205000.0,11.0,95.0
266,4500000.0,12.0,122.0
267,10700000.0,6.0,106.0
268,12000000.0,15.0,373.0
269,10540000.0,10.0,460.0
270,9000000.0,15.0,241.0
271,3000000.0,4.0,83.0
272,6000000.0,10.0,60.0
273,17000000.0,15.0,102.0
274,29000000.0,12.0,302.0
275,16000000.0,18.0,71.5
276,10000000.0,10.0,67.0
277,1300000.0,16.0,224.0
278,4576000.0,11.0,95.0
279,1400000.0,7.0,97.0
280,10600000.0,20.0,334.0
281,25000000.0,10.0,657.0
282,19000000.0,11.0,345.0
283,28490000.0,10.0,97.0
284,27000000.0,10.0,280.0
285,3000000.0,10.0,112.0
286,9000000.0,10.0,280.0
287,11500000.0,28.0,211.0
288,13000000.0,20.0,608.0
289,3000000.0,10.0,101.0
290,4300000.0,6.0,90.0
291,4950000.0,10.0,70.0
292,3900000.0,16.0,65.0
293,9000000.0,25.0,245.0
294,37000000.0,11.0,215.0
295,6800000.0,10.0,220.0
296,13200000.0,10.0,358.0
297,12000000.0,10.0,207.0
298,4500000.0,5.0,80.0
299,12000000.0,10.0,82.0
300,3900000.0,7.0,55.0
301,2000000.0,13.0,270.0
302,1500000.0,9.0,79.0
303,18500000.0,5.0,80.0
304,14000000.0,9.0,180.0
305,12000000.0,20.0,110.0
306,4500000.0,8.0,192.0
307,5042000.0,15.0,129.0
308,5680000.0,10.0,67.5
309,4100000.0,15.0,95.0
310,5000000.0,10.0,125.0
311,8000000.0,10.0,115.0
312,12000000.0,8.0,157.52
313,10700000.0,6.0,136.0
314,21000000.0,10.0,390.0
315,37000000.0,15.0,70.0
316,8400000.0,14.0,140.0
317,7900000.0,15.0,75.0
318,6050000.0,10.0,88.0
319,2100000.0,18.0,130.0
320,16500000.0,10.0,180.0
321,2090000.0,10.0,94.42
322,6100000.0,12.0,200.0
324,2800000.0,12.0,151.0
325,15000000.0,7.0,130.0
326,11900000.0,12.0,505.0
327,4500000.0,7.0,53.0
328,20000000.0,20.0,110.0
329,4000000.0,9.0,111.0
330,36000000.0,10.0,356.5
331,10000000.0,12.0,148.94
332,8000000.0,10.0,337.0
333,1500000.0,4.0,86.0
334,23500000.0,7.0,108.0
335,8150000.0,8.0,54.0
336,30000000.0,18.0,686.5
337,20000000.0,10.0,169.0
338,7000000.0,10.0,254.0
339,10500000.0,7.0,134.41
340,6000000.0,6.0,72.06
341,6500000.0,7.0,341.5
342,7000000.0,10.0,254.0
343,2000000.0,7.0,216.88
344,29000000.0,6.0,360.0
345,6000000.0,10.0,103.0
346,15000000.0,10.0,470.0
347,10000000.0,6.0,66.0
348,7000000.0,10.0,122.54
349,11000000.0,17.0,490.0
350,7000000.0,10.0,119.0
351,19000000.0,27.0,123.0
353,24200000.0,20.0,280.0
354,15500000.0,5.0,65.0
355,5160000.0,7.0,60.0
356,26000000.0,14.0,290.0
357,11000000.0,7.0,281.0
358,4500000.0,6.0,285.0
359,43800000.0,20.0,295.0
360,5000000.0,6.0,92.0
361,15500000.0,6.0,53.0
362,36500000.0,11.0,304.0
363,5020000.0,7.0,84.0
364,6040000.0,5.0,120.0
365,27500000.0,14.0,481.0
366,4000000.0,12.0,185.0
367,6800000.0,10.0,122.0
368,12000000.0,2.0,64.0
369,4300000.0,12.0,130.0
370,11500000.0,28.0,370.0
371,8500000.0,10.0,65.0
372,10500000.0,12.0,295.0
373,4800000.0,10.0,76.5
374,9000000.0,14.0,177.0
375,3310000.0,6.0,187.0
376,9000000.0,9.0,84.0
377,10000000.0,9.0,194.0
378,3500000.0,6.0,82.0
379,1700000.0,5.0,75.0
380,8000000.0,15.0,99.0
381,3000000.0,10.0,170.0
382,26000000.0,16.0,132.0
383,11000000.0,10.0,94.0
384,3800000.0,6.0,126.68
385,4300000.0,10.0,130.0
386,1900000.0,16.0,100.0
387,3000000.0,7.0,60.0
388,7600000.0,13.0,60.0
389,10000000.0,12.0,133.0
390,8500000.0,10.0,65.0
391,21300000.0,6.0,62.0
392,5750000.0,12.0,286.0
393,900000.0,7.0,144.0
394,6000000.0,20.0,131.0
395,6000000.0,10.0,205.0
396,3500000.0,20.0,64.0
397,16500000.0,11.0,130.0
398,1200000.0,11.0,50.0
399,15441000.0,22.0,370.0
400,18136000.0,18.0,330.0
401,4000000.0,5.0,94.0
402,4450000.0,8.0,143.8
403,4900000.0,7.0,93.0
404,1800000.0,9.0,101.1
405,1500000.0,14.0,50.0
406,900000.0,9.0,80.0
407,380000.0,7.0,83.65
408,1530000.0,10.0,140.0
409,3200000.0,7.0,425.0
410,3000000.0,11.0,121.0
411,2200000.0,7.0,90.0
412,30000000.0,6.0,634.0
413,8000000.0,7.0,95.0
414,26000000.0,10.0,66.7
415,3000000.0,9.0,96.0
416,1400000.0,12.0,158.5
417,11600000.0,9.0,465.0
418,8000000.0,28.0,285.0
419,2000000.0,10.0,90.0
420,4200000.0,10.0,90.0
421,26000000.0,15.0,90.0
422,1430000.0,9.0,95.0
423,5900000.0,13.0,150.0
424,1815000.0,2.0,85.0
425,400000.0,10.0,150.0
426,7000000.0,3.0,289.0
427,6000000.0,15.0,120.0
428,4000000.0,12.0,153.0
429,3250000.0,12.0,92.0
430,3250000.0,8.0,107.0
431,400000.0,12.0,124.0
432,5000000.0,20.0,120.0
433,5000000.0,12.0,87.0
434,3970000.0,4.0,72.5
435,3300000.0,12.0,104.0
436,7000000.0,10.0,188.0
437,5000000.0,12.0,90.0
438,18000000.0,15.0,191.0
439,43000000.0,25.0,163.0
440,7500000.0,10.0,90.0
441,10000000.0,27.0,126.0
442,1900000.0,7.0,59.0
443,1800000.0,12.0,61.6
444,2650000.0,14.0,107.5
446,8000000.0,6.0,89.0
447,27000000.0,20.0,285.0
448,14000000.0,9.0,235.0
449,6400000.0,8.0,275.5
450,22500000.0,14.0,481.0
451,1500000.0,10.0,73.2
452,18850000.0,15.0,395.0
453,8100000.0,7.0,56.0
455,6000000.0,15.0,105.0
456,34890000.0,8.0,308.7
457,4000000.0,20.0,576.0
458,10020000.0,24.0,230.0
459,17000000.0,12.0,205.0
461,16000000.0,12.0,80.8
462,42400000.0,25.0,512.0
463,44981000.0,20.0,260.0
464,4800000.0,10.0,252.5
465,31000000.0,15.0,104.47
467,5050000.0,7.0,75.0
468,15000000.0,7.0,681.0
469,35000000.0,15.0,86.0
470,20000000.0,10.0,480.0
471,25384000.0,24.0,106.02
472,8000000.0,14.0,75.0
473,7300000.0,12.0,90.0
474,4700000.0,15.0,85.0
475,10700000.0,15.0,168.0
476,8500000.0,9.0,115.0
477,9700000.0,18.0,410.0
478,36700000.0,25.0,163.0
479,16000000.0,20.0,237.24
480,3200000.0,20.0,200.0
481,900000.0,5.0,500.0
482,750000.0,3.0,222.0
483,2500000.0,10.0,85.0
484,9000000.0,20.0,582.0
485,5000000.0,11.0,288.0
486,900000.0,8.0,143.0
487,13000000.0,10.0,423.0
488,9000000.0,22.0,149.0
489,7000000.0,20.0,490.0
490,36000000.0,10.0,328.61
491,5500000.0,5.0,120.0
492,23000000.0,18.0,50.0
493,14000000.0,10.0,255.0
494,800000.0,8.0,150.0
495,11600000.0,20.0,270.0
496,31500000.0,14.0,122.56
497,4300000.0,5.0,88.0
498,5500000.0,12.0,190.0
499,11026000.0,18.0,270.0
500,28538269.0,11.0,184.3
501,5005000.0,4.0,224.31
502,2050000.0,14.0,180.0
503,16000000.0,6.0,139.0
504,800000.0,10.0,213.0
505,3000000.0,23.0,243.0
506,26609500.0,16.0,265.0
507,11000000.0,15.0,240.0
508,4000000.0,10.0,203.0
509,3100000.0,4.0,61.0
510,5500000.0,7.0,190.0
512,12000000.0,10.0,335.0
513,900000.0,15.0,76.0
514,11000000.0,7.0,228.0
515,2500000.0,7.0,238.0
516,3000000.0,15.0,57.5
517,5100000.0,24.0,144.0
518,5000000.0,7.0,396.5
519,21800000.0,7.0,140.0
520,13500000.0,19.0,326.0
521,19500000.0,14.0,500.0
522,3900000.0,4.0,119.0
523,3000000.0,20.0,241.0
524,6320000.0,7.0,100.0
525,730000.0,7.0,194.0
526,20000000.0,25.0,77.5
527,3500000.0,16.0,147.0
528,1650000.0,15.0,93.0
529,10000000.0,21.0,160.0
530,15000000.0,8.0,100.0
531,3900000.0,7.0,70.0
532,5000000.0,8.0,100.0
533,1950000.0,18.0,92.5
534,4566000.0,17.0,128.5
535,3700000.0,8.0,58.5
536,600000.0,8.0,92.0
537,11000000.0,10.0,300.0
538,11300000.0,10.0,120.0
539,4050000.0,6.0,120.0
540,330000.0,10.0,78.5
542,1500000.0,5.0,95.0
543,3000000.0,9.0,133.0
544,7500000.0,24.0,190.0
545,3950000.0,18.0,362.5
546,5500000.0,11.0,61.0
547,1000000.0,7.0,60.0
548,1620000.0,5.0,194.0
549,24000000.0,18.0,410.0
550,3200000.0,6.0,198.0
551,2700000.0,12.0,174.0
552,7500000.0,20.0,348.0
553,3020000.0,5.0,74.5
554,28000000.0,17.0,373.5
555,2000000.0,5.0,190.4
556,4280000.0,4.0,86.83
557,30000000.0,15.0,675.0
558,3840000.0,4.0,88.0
559,9000000.0,7.0,293.0
560,11200000.0,8.0,256.0
561,41583000.0,5.0,71.0
562,16200000.0,8.0,286.0
563,5000000.0,15.0,421.0
564,22500000.0,9.0,181.0
565,24860000.0,8.0,210.0
566,5900000.0,9.0,193.0
567,15500000.0,8.0,286.0
568,5500000.0,11.0,63.0
569,4515000.0,20.0,495.0
571,32000001.0,20.0,490.0
572,10000000.0,21.0,342.0
573,35000000.0,13.0,486.0
574,4515000.0,20.0,428.0
576,6500000.0,17.0,667.0
577,600000.0,4.0,60.0
578,8000000.0,9.0,197.0
579,1500000.0,9.0,157.0
580,35000000.0,25.0,542.37
581,12500000.0,12.0,198.0
582,1950000.0,5.0,239.0
583,30290000.0,8.0,388.95
584,8300000.0,3.0,72.64
585,12000000.0,6.0,64.55
586,2600000.0,3.0,50.0
587,39000000.0,14.0,593.0
588,3600000.0,15.0,97.0
589,3500000.0,7.0,280.0
590,900000.0,12.0,164.0
591,7496000.0,28.0,79.0
592,12250000.0,10.0,155.0
593,7600000.0,10.0,214.48
594,31000000.0,12.0,321.0
595,8000000.0,10.0,240.0
596,5300000.0,8.0,100.0
597,1200000.0,11.0,84.0
598,28000000.0,20.0,425.0
599,1600000.0,12.0,50.0
600,830000.0,13.0,97.0
601,13000000.0,25.0,400.0
602,3500000.0,7.0,118.0
603,15500000.0,12.0,82.0
604,4200000.0,17.0,53.0
605,3000000.0,10.0,225.0
606,11000000.0,7.0,254.0
607,22000000.0,17.0,179.0
608,900000.0,12.0,171.0
609,8200000.0,20.0,78.0
611,3000000.0,6.0,126.0
612,6300000.0,17.0,97.75
613,4000000.0,15.0,160.0
614,15000000.0,15.0,84.0
615,1500000.0,12.0,164.0
616,4400000.0,12.0,61.0
617,8000000.0,9.0,290.0
618,9300000.0,25.0,60.0
619,17000000.0,6.0,125.0
620,15000000.0,10.0,210.0
621,1650000.0,10.0,95.0
622,3000000.0,15.0,50.27
623,8000000.0,17.0,169.0
624,11000000.0,23.0,285.0
625,25000000.0,10.0,124.0
626,2050000.0,16.0,87.0
627,4500000.0,10.0,595.0
628,4300000.0,9.0,90.0
630,1750000.0,9.0,113.0
631,7000000.0,24.0,136.75
632,700000.0,4.0,59.0
633,700000.0,7.0,62.5
634,15000000.0,15.0,325.0
635,34000000.0,7.0,75.0
637,20584000.0,28.0,293.0
638,7900000.0,15.0,97.0
639,20000000.0,10.0,294.0
640,5500000.0,15.0,170.0
641,9050000.0,9.0,118.0
642,5656000.0,11.0,232.0
643,15200000.0,10.0,115.0
644,29000000.0,18.0,327.0
645,5000000.0,8.0,67.0
646,22700000.0,10.0,203.0
647,4100000.0,9.0,92.0
648,40000000.0,9.0,420.0
649,11000000.0,4.0,75.0
650,9000000.0,26.0,65.0
651,2700000.0,6.0,90.0
652,12700000.0,5.0,59.0
653,2000000.0,8.0,67.6
654,5000000.0,7.0,110.0
655,600000.0,11.0,60.0
656,6050000.0,25.0,55.0
657,42000000.0,10.0,180.0
658,4000000.0,12.0,59.0
659,9000000.0,7.0,127.0
660,32000000.0,13.0,489.0
661,8000000.0,8.0,82.0
662,16000000.0,16.0,190.0
663,35000000.0,21.0,490.0
664,20000000.0,20.0,465.0
665,14080000.0,21.0,179.0
666,2500000.0,20.0,126.5
667,17000000.0,10.0,390.0
668,25000000.0,11.0,190.0
669,4200000.0,10.0,174.0
670,5851200.0,5.0,80.0
671,9000000.0,5.0,74.0
672,40000000.0,22.0,622.0
673,2100000.0,10.0,93.0
674,9700000.0,14.0,67.0
675,550000.0,9.0,65.0
676,2100000.0,9.0,190.0
677,3515000.0,16.0,210.0
678,1736000.0,16.0,213.0
679,3800000.0,8.0,76.0
680,14800000.0,16.0,165.0
681,38000000.0,14.0,417.0
682,5000000.0,9.0,180.0
683,7700000.0,15.0,195.5
684,23500000.0,9.0,307.0
685,2500000.0,6.0,98.0
686,6200000.0,20.0,70.0
687,35000000.0,12.0,232.0
688,2900000.0,8.0,82.0
689,1800000.0,10.0,89.0
690,12500000.0,10.0,67.0
691,38000000.0,20.0,215.0
692,11500000.0,14.0,97.0
693,2722000.0,20.0,163.0
694,1050000.0,10.0,89.0
695,12000000.0,10.0,278.4
696,14000000.0,11.0,284.2
697,15285385.0,8.0,50.0
698,6400000.0,14.0,97.0
699,10000000.0,10.0,93.0
700,10000000.0,8.0,100.0
701,29000000.0,4.0,76.0
702,9800000.0,10.0,80.0
703,14400000.0,8.0,140.0
704,10000000.0,4.0,260.0
705,3500000.0,9.0,185.0
706,9700000.0,14.0,67.0
707,12000000.0,14.0,280.0
708,1900000.0,9.0,165.0
709,14970000.0,11.0,404.8
710,6000000.0,12.0,497.18
711,24000000.0,6.0,231.0
712,28000000.0,9.0,284.83
713,8500000.0,8.0,290.0
714,13000000.0,5.0,119.0
716,22000000.0,5.0,144.5
717,32000000.0,15.0,156.7
718,8200000.0,8.0,165.6
719,4000000.0,20.0,250.02
720,14000000.0,20.0,545.0
721,8000000.0,5.0,79.8
722,4200000.0,8.0,100.0
723,28400000.0,19.0,296.4
724,1511760.0,5.0,356.44
725,3000000.0,10.0,421.02
726,8300000.0,10.0,197.28
727,10000000.0,11.0,230.0
728,9200000.0,15.0,210.5
729,2050000.0,10.0,85.0
730,4100000.0,7.0,326.0
731,4050000.0,9.0,74.0
732,11700000.0,26.0,84.0
733,17000000.0,12.0,345.82
734,31000000.0,12.0,163.0
735,7600000.0,14.0,167.75
736,4800000.0,9.0,165.0
737,3800000.0,17.0,546.0
738,1800000.0,4.0,185.0
739,19000000.0,16.0,237.0
740,15000000.0,10.0,120.0
741,4000000.0,5.0,50.0
742,24943000.0,17.0,608.92
743,1000000.0,12.0,235.75
744,12000000.0,8.0,350.0
745,14500000.0,27.0,293.15
746,11000000.0,8.0,225.0
747,20000000.0,8.0,225.0
748,1900000.0,4.0,92.0
749,7700000.0,10.0,158.0
750,11650000.0,25.0,283.62
751,7000000.0,10.0,230.0
752,17000000.0,19.0,185.0
753,6000000.0,11.0,125.0
754,9019515.0,22.0,200.0
755,2300000.0,20.0,125.0
756,7500000.0,11.0,260.0
757,8860000.0,15.0,83.0
758,5500000.0,8.0,170.0
759,2590000.0,21.0,99.0
760,1520000.0,7.0,155.0
761,17000000.0,10.0,225.0
762,6250000.0,8.0,91.0
763,6000000.0,10.0,82.0
764,5000000.0,6.0,70.0
765,1200000.0,14.0,213.87
766,4200000.0,11.0,54.75
767,7600000.0,7.0,125.0
768,1900000.0,7.0,61.0
769,410000.0,4.0,120.0
770,1550000.0,6.0,68.0
771,7500000.0,11.0,95.0
772,12000000.0,9.0,194.7
773,5500000.0,10.0,171.0
774,40000000.0,16.0,276.87
775,7700000.0,12.0,193.0
776,12500000.0,10.0,296.0
777,22000000.0,6.0,198.0
778,35000000.0,12.0,130.0
779,11000000.0,22.0,65.0
780,220000.0,4.0,120.0
781,2800000.0,10.0,125.0
782,38000000.0,15.0,99.0
783,1850000.0,8.0,95.0
784,3300000.0,5.0,60.0
785,5800000.0,10.0,120.0
786,7500000.0,11.0,65.0
787,16700000.0,12.0,250.0
788,5300000.0,16.0,286.9
789,2020000.0,13.0,90.63
790,10300000.0,3.0,15.2
791,7000000.0,7.0,89.21
792,6600000.0,7.0,161.0
793,7500000.0,8.0,92.5
794,9000000.0,17.0,137.0
795,3500000.0,4.0,86.0
797,20000000.0,10.0,235.0
798,37517075.0,9.0,150.0
799,9400000.0,16.0,140.0
800,15000000.0,20.0,295.0
801,38000000.0,18.0,530.0
802,31000000.0,11.0,270.0
803,2500000.0,10.0,195.0
804,5000000.0,12.0,50.0
805,14000000.0,10.0,89.0
806,16000000.0,11.0,59.0
807,3500000.0,4.0,90.0
808,3060000.0,10.0,59.0
809,5000000.0,15.0,57.0
810,14000000.0,15.0,356.48
811,15000000.0,19.0,55.0
812,10000000.0,15.0,145.0
813,10550000.0,8.0,89.0
814,4000000.0,15.0,91.0
815,6600000.0,7.0,161.0
816,21200000.0,5.0,72.5
817,43000000.0,25.0,170.0
818,7200000.0,8.0,83.0
819,2000000.0,8.0,450.0
820,5000000.0,8.0,97.0
821,2800000.0,10.0,87.0
822,1000000.0,13.0,55.0
823,11000000.0,9.0,217.0
824,3060000.0,13.0,83.0
825,2700000.0,9.0,280.0
826,22000000.0,13.0,372.0
827,3050000.0,8.0,59.0
828,20600000.0,15.0,81.0
829,3000000.0,15.0,200.0
830,3200000.0,15.0,214.0
831,5450000.0,11.0,80.0
832,3700000.0,7.0,80.0
833,3500000.0,12.0,80.0
834,20000000.0,25.0,195.0
835,20000000.0,25.0,245.0
836,31600000.0,18.0,91.84
837,11500000.0,18.0,98.0
838,13000000.0,18.0,80.0
839,30500000.0,13.0,164.0
840,3000000.0,10.0,75.0
841,5000000.0,10.0,574.0
842,3700000.0,15.0,91.0
844,13000000.0,18.0,80.0
845,4500000.0,8.0,92.5
846,9000000.0,20.0,160.0
847,10700000.0,7.0,80.0
848,13000000.0,10.0,137.0
849,3500000.0,10.0,84.0
850,8000000.0,7.0,435.0
851,15540000.0,7.0,350.0
852,5300000.0,8.0,514.0
853,2830000.0,4.0,95.0
854,1000000.0,10.0,121.0
855,20000000.0,20.0,230.0
856,3200000.0,13.0,514.0
857,7000000.0,13.0,284.34
858,8000000.0,9.0,320.0
859,10800000.0,14.0,655.0
860,6000000.0,8.0,345.0
861,2700000.0,8.0,117.0
862,7250000.0,10.0,114.0
863,14000000.0,19.0,86.0
864,20000000.0,10.0,518.44
865,2600000.0,26.0,280.0
866,4000000.0,9.0,286.5
867,1800000.0,20.0,90.0
868,3000000.0,3.0,250.0
869,37000000.0,26.0,615.0
870,2800000.0,15.0,684.0
871,6000000.0,4.0,328.5
872,15820000.0,5.0,438.0
873,4000000.0,8.0,226.0
874,14000000.0,12.0,227.0
875,24000000.0,11.0,476.0
876,3700000.0,13.0,388.5
877,12000000.0,16.0,122.0
878,940000.0,5.0,58.0
879,43500000.0,13.0,388.5
880,6000000.0,5.0,80.0
881,13500000.0,23.0,383.0
882,18000000.0,6.0,616.0
883,17000000.0,11.0,382.0
884,39000000.0,12.0,495.0
885,28000000.0,17.0,214.48
886,11000000.0,15.0,461.0
887,9600000.0,15.0,85.0
888,15590000.0,9.0,525.53
889,9000000.0,10.0,116.0
890,10000000.0,12.0,144.0
891,2250000.0,8.0,249.44
892,5764000.0,12.0,299.0
893,15000000.0,3.0,501.41
894,22000000.0,26.0,295.0
895,12500000.0,13.0,65.0
896,29000000.0,20.0,179.0
898,10500000.0,14.0,59.0
899,5000000.0,7.0,403.0
900,35000000.0,13.0,571.2
901,35000000.0,20.0,629.39
902,12100000.0,8.0,477.0
903,20709200.0,3.0,62.6
904,8800000.0,16.0,258.0
